,Entries,Pronunciations,Generated Pron,Tones,Generated Tones,Absolutives,Generated Abs,Grammatical Info,Gloss
1898,*doʔpʼodopʼotad,doʔpʼodópʼota·du,doʔpʼodópʼota·du,,3,doʔpʼodopʼota·du,doʔpʼodopʼota·du,,
1899,*doʔpʼoʔpʼoc,doʔpʼóʔpʼoʔ,doʔpʼóʔpʼoʔ,,3,doʔpʼoʔpʼoʔ,doʔpʼoʔpʼoʔ,Verb,empty out with finger
1900,*doʔqʼotam,doʔqʼotámʔ,doʔqʼotámʔ,,3,doʔqʼotamʔ,doʔqʼotamʔ,Verb,choke someone with hands
1901,*doʔqʼoʔdi,doʔqʼóʔdiw,doʔqʼóʔdiw,,3,doʔqʼoʔdiw,doʔqʼoʔdiw,Verb,prepare
1902,*doʔqʼoʔdicʰqa,doʔqʼóʔdicʰqaw,doʔqʼóʔdicʰqaw,,3,doʔqʼoʔdicʰqaw,doʔqʼoʔdicʰqaw,Verb,"fix (someone) up, make well"
1903,*doʔqʼoʔdiwad,doʔqʼóʔdowa·du,doʔqʼóʔdiwa·du,,2,doʔqʼoʔdowa·du,doʔqʼoʔdiwa·du,,
1904,*doʔqʼoʔdiyicʼ,doʔqʼóʔdiyiʔ,doʔqʼóʔdiyiʔ,,3,doʔqʼoʔdiyiʔ,doʔqʼoʔdiyiʔ,Verb,fix oneself up
1905,*doʔsʼoq,doʔsʼóʔ,doʔsʼóʔ,,3,doʔsʼoʔ,doʔsʼoʔ,Verb,mash with finger
1906,*doʔṭʼolh,doʔṭʼólʔ,doʔṭʼólʔ,,3,doʔṭʼolʔ,doʔṭʼolʔ,Verb,"snap, flick fingers"
1907,*doʔṭʼo·,doʔṭʼo·´,doʔṭʼow´,,3,doʔṭʼo·,doʔṭʼow,,
1908,*doʔyo,doʔyów,doʔyów,,3,doʔyow,doʔyow,Verb,push into pile with fingers
1909,*doʔyoʔyoc,doʔyóʔyoʔ,doʔyóʔyoʔ,,3,doʔyoʔyoʔ,doʔyoʔyoʔ,Verb,gather with fingers
1910,*do·bic,do·bíʔ,do·bíʔ,,4,do·biʔ,do·biʔ,Verb,put hand along
1911,*do·duc,do·dúʔ,do·dúʔ,,4,do·duʔ,do·duʔ,Verb,put hand away
1912,*do·la,do·láw,do·láw,,4,do·law,do·law,Verb,put hand down
1913,do·noswa·la,do·nóswa·la,do·nóswa·la,,3,do·noswa·la,do·noswa·la,Noun,put hand (on) all over
1914,*do·q,doʔ´,doʔ´,,0,doʔ,doʔ,Verb,raise hand
1915,*duba·l,dubalʔ´,dubalʔ´,,3,dubalʔ,dubalʔ,Verb,examine with finger
1916,*dube·l,dubelʔ´,dubelʔ´,,3,dubelʔ,dubelʔ,Verb,have fit
1917,*dubihladuc,dubíhladuʔ,dubíhladuʔ,,3,dubihladuʔ,dubihladuʔ,,
1918,*dubihlala,dubíhlalaw,dubíhlalaw,,3,dubihlalaw,dubihlalaw,,
1919,*dubihli,dubíhliw,dubíhliw,,3,dubihliw,dubihliw,,
1920,*dubil,dubílʔ,dubílʔ,,3,dubilʔ,dubilʔ,Verb,send (for)
1921,*dubila·duc,dubilá·duʔ,dubilá·duʔ,,3,dubila·duʔ,dubila·duʔ,Verb,send away
1922,*dubila·la,dubilá·law,dubilá·law,,3,dubila·law,dubila·law,Verb,send away
1923,*dubilicʼ,dubilíʔ,dubilíʔ,,3,dubiliʔ,dubiliʔ,Verb,request
1924,*dubut,dubúʔ,dubúʔ,,3,dubuʔ,dubuʔ,,
1925,*dubu·c,dubuʔ´,dubuʔ´,,3,dubuʔ,dubuʔ,Instr Verb Root,disembowel with fingers
1926,*duce,ducéw,ducéw,,3,ducew,ducew,Verb,grab with finger
1927,*ducelʔta,ducélʔtaw,ducélʔtaw,,3,ducelʔtaw,ducelʔtaw,,
1928,*ducet,ducéʔ,ducéʔ,,3,duceʔ,duceʔ,,
1929,*ducuducum,ducudúcumʔ,ducudúcumʔ,,3,ducuducumʔ,ducuducumʔ,,
1930,*ducʰat,ducʰáʔ,ducʰáʔ,,3,ducʰaʔ,ducʰaʔ,,
1931,*ducʰat,ducʰáʔ,ducʰáʔ,,3,ducʰaʔ,ducʰaʔ,,
1932,*ducʰa·,ducʰaw´,ducʰaw´,,3,ducʰaw,ducʰaw,Verb,hold tight with tips of fingers
1933,*ducʰa·cʼ,ducʰaʔ´,ducʰaʔ´,,3,ducʰaʔ,ducʰaʔ,Verb,hold hands pressed on hip
1934,*ducʰi,ducʰíw,ducʰíw,,3,ducʰiw,ducʰiw,Verb,shred bark
1935,*ducʰiṭ,ducʰíʔ,ducʰíʔ,,3,ducʰiʔ,ducʰiʔ,,
1936,*ducʰi·ṭ,ducʰiʔ´,ducʰiʔ´,,3,ducʰiʔ,ducʰiʔ,Verb,remove with finger
1937,*ducʼahni,ducʼáhniw,ducʼáhniw,,3,ducʼahniw,ducʼahniw,,
1938,*ducʼal,ducʼálʔ,ducʼálʔ,,3,ducʼalʔ,ducʼalʔ,Verb,finger get stuck in space
1939,*ducʼeducʼe,ducʼedúcʼew,ducʼedúcʼew,,3,ducʼeducʼew,ducʼeducʼew,Reduplicating Verb,take many quick puck ups
1940,*ducʼicʼil,ducʼicʼílʔ,ducʼicʼílʔ,,3,ducʼicʼilʔ,ducʼicʼilʔ,Verb,feel something bristly with finger
1941,*ducʼihṭi,ducʼíhṭiw,ducʼíhṭiw,,3,ducʼihṭiw,ducʼihṭiw,,
1942,*ducʼi·ṭ,ducʼiʔ´,ducʼiʔ´,,3,ducʼiʔ,ducʼiʔ,Verb,mix with fingers
1943,*ducʼoqʰot,docʼoqʰóʔ,ducʼoqʰóʔ,,3,docʼoqʰoʔ,ducʼoqʰoʔ,,
1944,*ducʼut,,ducʼúʔ,,3,,ducʼuʔ,,
1945,*ducʼu·,ducʼuw´,ducʼuw´,,3,ducʼuw,ducʼuw,Verb,knock over with finger
1946,*dudaya,dudayáw,dudayáw,,3,dudayaw,dudayaw,,
1947,*dudayacʰqa,dudayácʰqaw,dudayácʰqaw,,3,dudayacʰqaw,dudayacʰqaw,Verb,"almost give, but take back"
1948,*duda·la,duda·láw,duda·láw,,4,duda·law,duda·law,Verb of Handling,give over
1949,*duda·qocʼ,duda·qóʔ,duda·qóʔ,,4,duda·qoʔ,duda·qoʔ,Verb of Handling,be beyond attainment
1950,*duhcelhci,duhcélhciw,duhcélhciw,,3,duhcelhciw,duhcelhciw,Verb,get dizzy
1951,*duhcʰaducʰatad,duhcʰadúcʰata·du,duhcʰadúcʰata·du,,3,duhcʰaducʰaw,duhcʰaducʰata·du,,
1952,*duhcʰahcʰac,duhcʰáhcʰaʔ,duhcʰáhcʰaʔ,,3,duhcʰahcʰaʔ,duhcʰahcʰaʔ,Reduplicating Verb,crumble with fingers
1953,*duhcʰe,duhcʰéw,duhcʰéw,,3,duhcʰew,duhcʰew,Verb,fool around
1954,*duhcʰeduhcʰe,duhcʰedúhcʰew,duhcʰedúhcʰew,,3,duhcʰeduhcʰew,duhcʰeduhcʰew,Reduplicating Verb,"do many types of things, fool around"
1955,*duhcʰi,,duhcʰíw,,3,,duhcʰiw,Verb,"clean, organize"
1956,*duhcʰuduhcʰu,duhcʰudúhcʰuw,duhcʰudúhcʰuw,,3,duhcʰuduhcʰuw,duhcʰuduhcʰuw,Reduplicating Verb,sprinkle (powdered)
1957,*duhcʰuhcʰu,duhcʰúhcʰuw,duhcʰúhcʰuw,,3,duhcʰuhcʰuw,duhcʰuhcʰuw,Reduplicating Verb,sprinkle powder
1958,duhkal,duhkál,duhkál,,3,duhkal,duhkal,Adjective,put finger in something shallow so it doesn’t go in as far as expected
1959,*duhkela·tad,duhkelá·tadu,duhkelá·tadu,,3,duhkelata·du,duhkela·tadu,,
1960,*duhkelh,duhkélʔ,duhkélʔ,,3,duhkelʔ,duhkelʔ,Verb,be considerate
1961,*duhkilhci,duhkílhciw,duhkílhciw,,3,duhkilhciw,duhkilhciw,Verb,slide with finger
1962,*duhkʰehtimaqocʼ,,duhkʰéhtimaqoʔ,,3,,duhkʰehtimaqoʔ,,
1963,*duhkʰema·qocʼ,duhkʰemá·qoʔ,duhkʰemá·qoʔ,,3,duhkʰema·qoʔ,duhkʰema·qoʔ,Verb,be lazy
1964,*duhkʰeyʔcicʼ,duhkʰéyʔciʔ,duhkʰéyʔciʔ,,3,duhkʰecyʔciʔ,duhkʰeyʔciʔ,Verb,crush with fingers
1965,*duhkʰuy,duhkʰúyʔ,duhkʰúyʔ,,3,duhkʰuyʔ,duhkʰuyʔ,Verb,"fight, struggle"
1966,*duhlabat,duhlabáʔ,duhlabáʔ,,3,duhlabaʔ,duhlabaʔ,Verb,knock out
1967,*duhlal,duhlálʔ,duhlálʔ,,3,duhlalʔ,duhlalʔ,Verb,take away
1968,*duhlidulitad,duhlidúlita·du,duhlidúlita·du,,3,duhlidulita·du,duhlidulita·du,Reduplicating Verb,get fingers into things
1969,*duhlihlic,duhlíhliʔ,duhlíhliʔ,,3,duhlihliʔ,duhlihliʔ,Reduplicating Verb,pinch off pieces
1970,*duhlud,duhludú,duhludú,,3,duhludu,duhludu,Verb,unsling (bow)
1971,*duhluṭʼ,duhlúʔ,duhlúʔ,,3,duhluʔ,duhluʔ,Verb,slip off with finger
1972,*duhluṭʼahqa,duhluṭʼáhqaw,duhluṭʼáhqaw,,3,duhluṭʼahqaw,duhluṭʼahqaw,Verb,let go of
1973,*duhluṭʼa·tahqa,duhluṭʼá·tahqaw,duhluṭʼá·tahqaw,,3,duhluṭʼa·tahqaw,duhluṭʼa·tahqaw,,
1974,*duhlu·c,duhluʔ´,duhluʔ´,,3,duhluʔ,duhluʔ,Verb,spill with finger
1975,*duhmiy,duhmíyʔ,duhmíyʔ,,3,duhmiyʔ,duhmiyʔ,Verb,someone to keep bothering you
1976,*duhmudumutad,duhmudúmutadu,duhmudúmuta·du,,3,duhmudumutadu,duhmudumuta·du,,
1977,*duhmuhmuc,duhmúhmuʔ,duhmúhmuʔ,,3,duhmuhmuʔ,duhmuhmuʔ,Reduplicating Verb,break up with fingers
1978,*duhmutʼ,duhmúʔ,duhmúʔ,,3,duhmuʔ,duhmuʔ,Verb,test with fingers
1979,*duhnataʔ,duhnatáʔ,duhnatáʔ,,3,duhnataʔ,duhnataʔ,,
1980,*duhpana·tad,duhpaná·tadu,duhpaná·tadu,,3,duhpana·tadu,duhpana·tadu,,
1981,*duhpanh,duhpánʔ,duhpánʔ,,3,duhpanʔ,duhpanʔ,Verb,compress with finger
1982,*duhpitʼci,duhpítʼci,duhpítʼciw,,2,duhpitʼci,duhpitʼciw,,
1983,*duhpʰa·šma,duhpʰašmáw,duhpʰašmáw,,3,duhpʰaš,duhpʰašmaw,Verb,make sag inward with finger
1984,*duhpʰidupʰitad,duhpʰidúpʰita·du,duhpʰidúpʰita·du,,3,duhpʰidupʰita·du,duhpʰidupʰita·du,,
1985,*duhpʰihpʰi,duhpʰíhpʰiw,duhpʰíhpʰiw,,3,duhpʰihpʰiʔ,duhpʰihpʰiw,Reduplicating Verb,tear hole with fingers
1986,*duhpʰitʼci,duhpʰítʼciw,duhpʰítʼciw,,3,duhpʰitʼciw,duhpʰitʼciw,Verb,tear to pieces with finger
1987,*duhpʰitʼpʰitʼiwa·d,duhpʰítʼpʰitʼiwa·du,duhpʰítʼpʰitʼiwa·du,,3,duhpʰitʼpʰitʼiwa·du,duhpʰitʼpʰitʼiwa·du,,
1988,*duhpʰukʼut,duhpʰukʼúʔ,duhpʰukʼúʔ,,3,duhpʰukʼuʔ,duhpʰukʼuʔ,Verb,poke finger into something soft
1989,*duhpʰuṭay,duhpʰuṭáyʔ,duhpʰuṭáyʔ,,3,duhpʰuṭayʔ,duhpʰuṭayʔ,Verb,be unable to finish with fingers
1990,*duhqa,duhqáw,duhqáw,,3,duhqaw,duhqaw,Verb,fingers be inured to
1991,*duhqalh,duhqálʔ,duhqálʔ,,3,duhqalʔ,duhqalʔ,Verb,wipe off with finger
1992,*duhqʰaduhqʰa,duhqʰadúhqʰaw,duhqʰadúhqʰaw,,3,duhqʰaduhqʰaw,duhqʰaduhqʰaw,Reduplicating Verb,slide fingers
1993,*duhqʰaduhqʰa,,duhqʰadúhqʰaw,,3,,duhqʰaduhqʰaw,Verb,always bother
1994,*duhqʰahqʰa,duhqʰáhqʰaw,duhqʰáhqʰaw,,3,duhqʰahqʰaw,duhqʰahqʰaw,Reduplicating Verb,be fond of
1995,*duhqʰahqʰa,duhqʰáhqʰaw,duhqʰáhqʰaw,,3,duhqʰahqʰaw,duhqʰahqʰaw,Reduplicating Verb,stroke lightly once with finger
1996,*duhqʰaṭ,duhqʰáʔ,duhqʰáʔ,,3,duhqʰaʔ,duhqʰaʔ,Verb,rip with fingers
1997,*duhqʰaṭ,duhqʰáʔ,duhqʰáʔ,,3,duhqʰaʔ,duhqʰaʔ,Verb,shave off with fingernail
1998,*duhqʰawad,duhqʰawá·du,duhqʰawá·du,,3,duhqʰawa·du,duhqʰawa·du,Verb,bother
1999,*duhqʰayad,duhqʰayá·du,duhqʰayá·du,,3,duhqʰaya·du,duhqʰaya·du,Verb,slide finger along
2000,*duhqʰayʔ,,duhqʰáyʔ,,3,,duhqʰayʔ,Verb,slide with finger
2001,*duhqʰayʔma,duhqʰáyʔmaw,duhqʰáyʔmaw,,3,duhqʰayʔmaw,duhqʰayʔmaw,Verb,slide fingers across
2002,*duhsa,duhsáw,duhsáw,,3,duhsaw,duhsaw,Verb,block finger
2003,*duhsa,duhsáw,duhsáw,,3,duhsaw,duhsaw,Verb of Handling,tend fire
2004,*duhsetʼ,duhséʔ,duhséʔ,,3,duhseʔ,duhseʔ,Verb,many to project with fingers
2005,*duhsey,duhséyʔ,duhséyʔ,,3,duhseyʔ,duhseyʔ,Verb,spread over something with finger
2006,*duhseya·la,,duhseyá·law,,3,,duhseya·law,Verb,spread hanging
2007,*duhsidusitad,duhsidusitá·du,duhsidúsita·du,,3,duhsidusita·du,duhsidusita·du,,
2008,*duhsihsi,duhsíhsiw,duhsíhsiw,,3,duhsiw,duhsihsiw,Verb,bounce through air with finger
2009,*duhsilh,duhsílʔ,duhsílʔ,,3,duhsilʔ,duhsilʔ,Verb,get sliver in finger
2010,*duhsim,duhsímʔ,duhsímʔ,,3,duhsimʔ,duhsimʔ,Verb,extinguish with finger
2011,*duhsit,duhsíʔ,duhsíʔ,,3,duhsiʔ,duhsiʔ,Verb,sprinkle little pieces
2012,*duhsuhsu,duhsúhsuw,duhsúhsuw,,3,duhsuhsuw,duhsuhsuw,Reduplicating Verb,scratch in many places with fingernail
2013,*duhsut,duhsúʔ,duhsúʔ,,3,duhsuʔ,duhsuʔ,Verb,tear in pieces
2014,duhša,duhša´,duhša´,,3,duhša,duhša,Adjective,disarrange with finger
2015,*duhšahša,duhšáhšaw,duhšáhšaw,,3,duhšahšaw,duhšahšaw,Reduplicating Verb,mess up with finger
2016,*duhšan,duhšánʔ,duhšánʔ,,3,duhšanʔ,duhšanʔ,Verb,be springy to finger
2017,*duhše,duhšéw,duhšéw,,3,duhšew,duhšew,Verb,never fail to do
2018,*duhšetacʼ,duhšetáʔ,duhšetáʔ,,3,duhšetaʔ,duhšetaʔ,,
2019,*duhta,duhtáw,duhtáw,,3,duhtaw,duhtaw,Verb,smear
2020,*duhtahta,duhtáhtaw,duhtáhtaw,,3,duhtahtaw,duhtahtaw,Reduplicating Verb,doing something slowly
2021,*duhtay,duhtáyʔ,duhtáyʔ,,3,duhtayʔ,duhtayʔ,Verb,touch
2022,*duhteduhte,,duhtedúhtew,,3,,duhteduhtew,,
2023,*duhtehte,,duhtéhtew,,3,,duhtehtew,Verb,straighten out
2024,*duhtenh,duhténʔ,duhténʔ,,3,duhtenʔ,duhtenʔ,Verb,massage by rubbing with thumb opposed to fingers
2025,duhtenʔ,duhténʔ,dúhtenʔ,,2,duhtenʔ,duhtenʔ,Verb,finish quickly
2026,*duhtʰihtʰic,duhtʰíhtʰiʔ,duhtʰíhtʰiʔ,,3,duhtʰihtʰiʔ,duhtʰihtʰiʔ,Verb,break apart something brittle using fingers
2027,*duhṭilh,duhṭílʔ,duhṭílʔ,,3,duhṭilʔ,duhṭilʔ,Verb,turn on radio or light switch
2028,*duhṭʰahṭʰac,duhṭʰáhṭʰaʔ,duhṭʰáhṭʰaʔ,,3,duhṭʰahṭʰaw,duhṭʰahṭʰaʔ,Verb,unwind with fingers
2029,duhṭʰal,duhṭʰál,duhṭʰál,,3,duhṭʰal,duhṭʰal,Noun,"be sick, hurt"
2030,*duhṭʰalahmucʼ,duhṭʰaláhmuʔ,duhṭʰaláhmuʔ,,3,duhṭʰalahmuʔ,duhṭʰalahmuʔ,Verb,hurt someone
2031,*duhṭʰala·tad,duhṭʰalá·tadu,duhṭʰalá·tadu,,3,duhṭʰala·tadu,duhṭʰala·tadu,,
2032,*duhṭʰe,duhṭʰe´,duhṭʰéw,,3,duhṭʰew,duhṭʰew,Adjective,flip over stack of papers one at time with fingers
2033,*duhṭʰuhṭʰu,duhṭʰúhṭʰuw,duhṭʰúhṭʰuw,,3,duhṭʰuhṭʰuw,duhṭʰuhṭʰuw,Verb,scratch mud off wall
2034,*duhwatʼ,duhwáʔ,duhwáʔ,,3,duhwaʔ,duhwaʔ,Verb,flatten with finger
2035,*duhwel,duhwélʔ,duhwélʔ,,3,duhwelʔ,duhwelʔ,Verb,do quickly with finger
2036,*duhwi,duhwíw,duhwíw,,3,duhwiw,duhwiw,Verb,"choose, sort"
2037,*duhyew,,duhyéwʔ,,3,duhyew,duhyewʔ,Verb,break something crumbly with fingers
2038,*dukel,dukélʔ,dukélʔ,,3,dukelʔ,dukelʔ,Verb,remove edge with finger
2039,*duki·l,dukilʔ´,dukilʔ´,,3,dukilʔ,dukilʔ,Verb,swing something with fingers
2040,*duki·lma,dukilmáw,dukilmáw,,3,dukilmaw,dukilmaw,,
2041,*dukuhṭi,dukúhṭiw,dukúhṭiw,,3,dukuhṭiw,dukuhṭiw,,
2042,*dukuydukuyma,dukúydukuymaw,dukúydukuymaw,,3,dukuydukuymaw,dukuydukuymaw,,
2043,*dukuyduku·y,dukúydukuyʔ,dukúydukuyʔ,,3,dukuydukuyʔ,dukuydukuyʔ,Reduplicating Verb,sob quietly
2044,*duku·ṭ,dukuʔ´,dukuʔ´,,3,dukuʔ,dukuʔ,Verb,disappear?
2045,*dukʰetʰmucʼ,dukʰétʰmuʔ,dukʰétʰmuʔ,,3,dukʰetʰmuʔ,dukʰetʰmuʔ,,
2046,*dukʰeṭ,dukʰéʔ,dukʰéʔ,,3,dukʰeʔ,dukʰeʔ,Verb,part with fingers
2047,*dukʰeyʔtacʼ,dukʰéyʔtaʔ,dukʰéyʔtaʔ,,3,dukʰeyʔtaʔ,dukʰeyʔtaʔ,,
2048,*dukʰe·bic,dukʰe·bíʔ,dukʰe·bíʔ,,4,dukʰe·biʔ,dukʰe·biʔ,Verb,crease with finger
2049,*dukʰi,dukʰíw,dukʰíw,,3,dukʰiw,dukʰiw,Verb,stretch with finger
2050,*dukʰu·l,dukʰulʔ´,dukʰulʔ´,,3,dukʰulʔ,dukʰulʔ,Verb,feel rough-textured to fingers
2051,*dukʰu·l,dukʰulʔ´,dukʰulʔ´,,3,dukʰulʔ,dukʰulʔ,Verb,declump using fingers
2052,*dukʼahci,duʔkʼáhciw,dukʼáhciw,,2,duʔkʼahciw,dukʼahciw,,
2053,*dukʼahli,dukʼáhliw,dukʼáhliw,,3,dukʼahliw,dukʼahliw,,
2054,*dukʼahni,dukʼáhniw,dukʼáhniw,,3,dukʼahniw,dukʼahniw,,
2055,*dukʼal,dukʼálʔ,dukʼálʔ,,3,dukʼalʔ,dukʼalʔ,Verb,point once with finger
2056,*dukʼildukʼil,dukʼíldukʼilʔ,dukʼíldukʼilʔ,,3,dukʼildukʼilʔ,dukʼildukʼilʔ,Reduplicating Verb,cut site of pain
2057,*dukʼi·,dukʼiw´,dukʼiw´,,3,dukʼiw,dukʼiw,Verb,a streak
2058,*dukʼi·š,dukʼiš´,dukʼiš´,,3,dukʼiš,dukʼiš,Verb,squeak with finger
2059,*dukʼum,dukʼúmʔ,dukʼúmʔ,,3,dukʼumʔ,dukʼumʔ,Verb,be difficult
2060,*dukʼut,dukʼúʔ,dukʼúʔ,,3,dukʼuʔ,dukʼuʔ,,
2061,*dukʼuyta,dukʼúyʔtaw,dukʼúytaw,,2,dukʼuyʔtaw,dukʼuytaw,,
2062,*dukʼuyʔta,,dukʼúyʔtaw,,3,,dukʼuyʔtaw,,
2063,dul qʰaʔa·li,dulqʰaʔá·li,dúl qʰaʔa·li,,0,dulqʰaʔa·li,dul qʰaʔa·li,Noun,keep trying to pick up but keep failing
2064,*dulasʼa,dulasʼáw,dulasʼáw,,3,dulasʼaw,dulasʼaw,,
2065,*dulaṭʼa,dulaṭʼáw,dulaṭʼáw,,3,dulaṭʼaw,dulaṭʼaw,,
2066,*dulaṭʼa,dulaṭʼáw,dulaṭʼáw,,3,dulaṭʼaw,dulaṭʼaw,,
2067,*dulaṭʼa·li,dulaṭʼá·li,dulaṭʼá·liw,,3,dulaṭʼa·li,dulaṭʼa·liw,Noun,stir with finger
2068,*duli·tʰma,dulitʰmáw,dulitʰmáw,,3,dulitʰmaw,dulitʰmaw,,
2069,*dulu,dulúw,dulúw,,3,duluw,duluw,Verb,smear
2070,*dulucʼu·,dulucʼúw,dulucʼúw,,3,dalucʼuw,dulucʼuw,,
2071,*dulut,dulúʔ,dulúʔ,,3,duluʔ,duluʔ,,
2072,*duluʔta,dulúʔtaw,dulúʔtaw,,3,duluʔtaw,duluʔtaw,,
2073,*dumhmic,dumhmíʔ,dumhmíʔ,,3,dumhmiʔ,dumhmiʔ,Verb,haunted
2074,*duna·,dunaw´,dunaw´,,3,dunaw,dunaw,Verb,haunted
2075,*duna·,dunaw´,dunaw´,,3,dunaw,dunaw,Verb,build
2076,*dupʰahšim,dupʰáhšimʔ,dupʰáhšimʔ,,3,dupʰahšimʔ,dupʰahšimʔ,,
2077,*dupʰe·macʼ,dupʰe·máʔ,dupʰe·máʔ,,4,dupʰe·maʔ,dupʰe·maʔ,Verb,feel slick or fine-textured to fingers
2078,*dupʼilta,,dupʼíltaw,,3,,dupʼiltaw,,
2079,*dupʼi·l,dupʼilʔ´,dupʼilʔ´,,3,dupʼilʔ,dupʼilʔ,Verb,disappear
2080,*duqa·cʰqa,duqacʰqáw,duqacʰqáw,,3,duqacʰqaw,duqacʰqaw,Verb,lose
2081,*duqʰac,duqʰáʔ,duqʰáʔ,,3,duqʰaʔ,duqʰaʔ,Verb,paint one's face
2082,*duqʰalta,duqʰáltaw,duqʰáltaw,,3,duqʰaltaw,duqʰaltaw,,
2083,*duqʰalta,duqʰáltaw,duqʰáltaw,,3,duqʰaltaw,duqʰaltaw,,
2084,*duqʰaltacʼ,duqʰáltacʼ,duqʰáltaʔ,,2,duqʰaltacʼ,duqʰaltaʔ,,
2085,*duqʰam,duqʰámʔ,duqʰámʔ,,3,duqʰamʔ,duqʰamʔ,,
2086,*duqʰat,duqʰáʔ,duqʰáʔ,,3,duqʰaʔ,duqʰaʔ,Verb,cut finger
2087,*duqʰa·d,duqʰa·du´,duqʰa·du´,,4,duqʰa·du,duqʰa·du,Verb,pick it up
2088,*duqʰa·m,duqʰamʔ´,duqʰamʔ´,,3,duqʰamʔ,duqʰamʔ,Verb,break off
2089,*dusʼatam,dusʼatámʔ,dusʼatámʔ,,3,dusʼatamʔ,dusʼatamʔ,,
2090,*dusʼaylamucʼ,dusʼáylamuʔ,dusʼáylamuʔ,,3,dusʼaylamuʔ,dusʼaylamuʔ,Verb,break in fingers
2091,*dusʼa·l,dusʼalʔ´,dusʼalʔ´,,3,dusʼalʔ,dusʼalʔ,Verb,squeeze out liquid with fingers
2092,dusʼa·sʼay,dusʼá·sʼay,dusʼa·sʼáy,,2,dusʼa·sʼay,dusʼa·sʼay,Noun,bend tip of something with finger
2093,*dusʼi,dusʼíw,dusʼíw,,3,dusʼiw,dusʼiw,Verb,pinch with finger
2094,*dusʼihci,dusʼíhciw,dusʼíhciw,,3,dusʼihciw,dusʼihciw,,
2095,*dusʼihli,dusʼíhliw,dusʼíhliw,,3,dusʼihliw,dusʼihliw,,
2096,*dusʼit,dusʼíʔ,dusʼíʔ,,0,dusʼiʔ,dusʼiʔ,,
2097,*dusʼita,dusʼitáw,dusʼitáw,,3,dusʼitaw,dusʼitaw,,
2098,*dusʼitam,dusʼitámʔ,dusʼitámʔ,,3,dusʼitamʔ,dusʼitamʔ,,
2099,*dusʼi·cʼ,dusʼiʔ´,dusʼiʔ´,,3,dusʼiʔ,dusʼiʔ,Verb,button
2100,*dusʼuhyaqac,dusʼúhyaqaʔ,dusʼúhyaqaʔ,,3,dusʼuhyaqaʔ,dusʼuhyaqaʔ,Verb,diamond (cards)
2101,*dusʼul,dusʼúlʔ,dusʼúlʔ,,3,dusʼulʔ,dusʼulʔ,Verb,rustle with finger
2102,duša·maw,duša·máw,duša·máw,,4,duša·maw,duša·maw,Adjective,rustle with fingers
2103,*duši·m,dušimʔ´,dušimʔ´,,3,dušimʔ,dušimʔ,Verb,spread out with fingers
2104,*dušud,dušudú,dušudú,,3,dušudu,dušudu,Verb,feel strange to touch
2105,*dušuda·tad,dušudá·tadu,dušudá·tadu,,3,dušuda·tadu,dušuda·tadu,,
2106,*dušul,dušúlʔ,dušúlʔ,,3,dušulʔ,dušulʔ,Verb,feel for something with finger
2107,*dutaṭ,dutáʔ,dutáʔ,,3,dutaʔ,dutaʔ,Verb,have crooked finger
2108,*dutayʔta,dutáyʔtaw,dutáyʔtaw,,3,dutayʔtaw,dutayʔtaw,,
2109,*dutehyi,dutéhyiw,dutéhyiw,,3,dutehyiw,dutehyiw,,
2110,*dutel,dutélʔ,dutélʔ,,3,dutelʔ,dutelʔ,Verb,straighten something out
2111,*dute·l,dutelʔ´,dutelʔ´,,3,dutelʔ,dutelʔ,Verb,roll with fingers
2112,*dutudutuc,dutudútuʔ,dutudútuʔ,,3,dutudutuʔ,dutudutuʔ,Reduplicating Verb,stuff
2113,*dutul,dutúlʔ,dutúlʔ,,3,dutulʔ,dutulʔ,Verb,tear but not necessarily apart
2114,*dutʼac,dutʼáʔ,dutʼáʔ,,3,dutʼaʔ,dutʼaʔ,,
2115,*dutʼat,dutʼáʔ,dutʼáʔ,,3,dutʼaʔ,dutʼaʔ,Verb,work
2116,dutʼat yac,dutʼát yaʔ,dutʼát yaʔ,,3,dutʼat yaʔ,dutʼat yaʔ,Noun,prepare (food)
2117,*dutʼatat,dutʼatáʔ,dutʼatáʔ,,3,dutʼataʔ,dutʼataʔ,,
2118,*dutʼehnay,duʔtʼéhniw,dutʼéhnayʔ,,2,duʔtʼehniw,dutʼehnayʔ,,
2119,dutʼehnayʔ,dutʼéhnayʔ,dutʼéhnayʔ,,3,dutʼehnayʔ,dutʼehnayʔ,Noun,pot-holder
2120,*dutʼehtim,dutʼéhtimʔ,dutʼéhtimʔ,,3,dutʼehtimʔ,dutʼehtimʔ,,
2121,*dutʼet,dutʼéʔ,dutʼéʔ,,3,dutʼeʔ,dutʼeʔ,,
2122,*dutʼe·l,,dutʼelʔ´,,3,,dutʼelʔ,,
2123,*dutʼe·t,dutʼeʔ´,dutʼeʔ´,,3,dutʼeʔ,dutʼeʔ,Verb,fasten
2124,*dutʼe·ticʼ,dutʼe·tíʔ,dutʼe·tíʔ,,4,dutʼe·tiʔ,dutʼe·tiʔ,Verb,fasten on oneself
2125,*dutʼuhli,dutʼúhliw,dutʼúhliw,,3,dutʼuhliw,dutʼuhliw,,
2126,*dutʼul,dutʼúlʔ,dutʼúlʔ,,3,dutʼulʔ,dutʼulʔ,Verb,rub away with finger
